Date,DBA,DBC,EEM,EFA,FXE,FXY,GLD,HYG,IEF,IWM,LQD,QQQ,SLV,SPY,TLT,USO,UUP,VNQ,XLE,XLK
2016-05-16,2.91209498501875,2.515856542969542,3.259160345873878,3.7394044356558878,4.653445124329279,4.486048717264145,4.802380380331279,3.8833951410368375,4.471718223105149,4.579024696201712,4.426843811642069,4.599281605423512,2.7923913308364643,5.166080476095705,4.591637332428227,4.544145503613057,3.018012485593718,4.03955847490361,3.085132094550956,2.9533785984093104
2016-05-17,2.9153605497524255,2.523342223630739,3.254556991227275,3.732092356445382,4.653263798213983,4.485034388189425,4.805822709454522,3.881350309416612,4.470359812451106,4.563045975875438,4.426509644102825,4.586657750816269,2.79789089580353,5.156703032063259,4.5933135211068565,4.557659209717539,3.018012485593718,4.020839775847376,3.0898118901460427,2.94328094983619
2016-05-18,2.9106920527010463,2.515856542969542,3.244665203240544,3.7324416483748424,4.644628115829366,4.475061535399132,4.788324716380868,3.881470667801548,4.462260147037802,4.568248652645252,4.417942877856257,4.590253731157284,2.772588722239781,5.156995786481439,4.578975748132901,4.539030367181421,3.0249330783072885,4.005049598942447,3.080126374053406,2.9451671204114445
2016-05-19,2.8956045233731595,2.51312073477352,3.2353018369933335,3.7252543189357095,4.642617253562561,4.47699586114094,4.786407845132015,3.878698595565786,4.463265473292668,4.560205124754238,4.42030199327167,4.585044781690469,2.7517480612367198,5.153524859180037,4.583291188828971,4.546693252993579,3.026554516139037,3.99380935152291,3.0802781710292746,2.9397346488579723
2016-05-20,2.8989245053333836,2.5172217993261317,3.2452863659854163,3.733489339969925,4.644445770588882,4.4746058403087074,4.785072143615402,3.8821927498730955,4.463904141368897,4.576860470561237,4.420974468044916,4.59599961772195,2.753023540000728,5.159822416761427,4.584059480019176,4.543294782270004,3.026554516139037,4.001763783078203,3.0861908059717114,2.9517414889089544
2016-05-23,2.887016725902191,2.511749864068441,3.243421793465633,3.730168289110108,4.644080319887294,4.48368026083256,4.782227936115928,3.882433249490988,4.464542401808545,4.575686357284838,4.420974468044916,4.594683800686288,2.7466296928572342,5.158458713106133,4.586285560661051,4.5356057095157425,3.0261492180683014,4.001885899980077,3.0836177400804603,2.949867489941451
2016-05-24,2.8850982575849176,2.511749864068441,3.2536339635072964,3.7445946011711304,4.6373892164510755,4.477109554076217,4.76473478167612,3.8884277995761685,4.462899457301369,4.5960810000512895,4.4192912839471,4.614517915299685,2.73566537308291,5.171337949107734,4.581829370032684,4.549234527839194,3.0293856293009958,4.0142403724543145,3.0886058838722126,2.9684516883749077
2016-05-25,2.896554244991961,2.523342223630739,3.265569487784596,3.7550659367423265,4.638767733838035,4.475858480765086,4.762003008711525,3.889980077562839,4.462443288815703,4.601907575757654,4.421058667572531,4.621683628678682,2.740840023925201,5.178098199427659,4.578048728542414,4.5668450494695145,3.026554516139037,4.0142403724543145,3.1043145320680754,2.975332116698357
2016-05-26,2.9074110777780384,2.5226639553843104,3.2722404131963834,3.7577944518819595,4.641610745438815,4.478699553102799,4.758577748323826,3.8871119375053675,4.465544647883666,4.600762675277562,4.423913400258943,4.624608780034275,2.74277361996621,5.178384757733201,4.583214374027587,4.560172804096279,3.0249330783072885,4.016164768760248,3.1001496279765477,2.9785271190542613
2016-05-27,2.9125620884449344,2.5267263001706306,3.2719382481566335,3.7567721977735906,4.634626615773811,4.473351628776016,4.75030897540958,3.8887862074726325,4.463629949059064,4.61067229453876,4.423158609221535,4.629797741917736,2.733717970158959,5.18267476352132,4.581752286652209,4.562680096156481,3.0305964615441923,4.021556845623173,3.1007456773549826,2.983300177427353
2016-05-31,2.9078804778154126,2.5206266160345066,3.273146649934385,3.7519874543485585,4.636008944084499,4.4700375189832195,4.754107277726737,3.887830115367779,4.464815992919208,4.614156104384501,4.4249191770008895,4.631702877650507,2.7206372889831454,5.180770213484816,4.584136152018116,4.553455740660223,3.0326113242136743,4.0214375178670565,3.096865335452699,2.985338902907536
2016-06-01,2.9148947519738373,2.5307721331474426,3.2725424146525666,3.7511307751728378,4.641977099597938,4.4807401421711575,4.753072836969084,3.889414848716907,4.464478295506575,4.62091615519131,4.425624436160794,4.631793292136352,2.7193197983897055,5.182817527162738,4.58818563618088,4.558497803370195,3.0269592802682235,4.022273743226315,3.0971641264544956,2.982846819927793
2016-06-02,2.927397697458553,2.532789003616758,3.2806667584660536,3.7511307751728378,4.638124740941975,4.487849546843189,4.750741293477322,3.889654866202818,4.467577474213078,4.628573605096846,4.427636830059232,4.63387553932224,2.722610369978139,5.185856883346053,4.595367273925222,4.5526129063014595,3.028173052195719,4.027395776533028,3.0958177847793,2.981938230867468
2016-06-03,2.942923195358395,2.539482426583024,3.295834181584132,3.7576242377821236,4.656788233850902,4.5081084731449605,4.77811455786563,3.8914533191859157,4.476818227998014,4.622555489733329,4.435646151208611,4.629162137538308,2.74791171253357,5.1828648821653465,4.609502143865179,4.549234527839194,3.0122771781206565,4.031426973300091,3.0919178032432497,2.9796658050128277
2016-06-06,2.954635006768444,2.5514189071840847,3.3064040614676395,3.763229160298801,4.65687807490041,4.499253926469273,4.778450982732531,3.8958733247608595,4.474199250734841,4.633276571298694,4.433233212464438,4.632789984082509,2.752386034385003,5.1879404240742995,4.6020438900289244,4.567675978392158,3.0122771781206565,4.023705793750469,3.113769420530299,2.9814843520942436
2016-06-07,2.9599946612451613,2.5612581426203893,3.3154169085093455,3.7704860205792308,4.656246698152046,4.501474966575326,4.777609740359208,3.9002747289778026,4.475644953012723,4.636172715847684,4.434731633744062,4.63025163600969,2.7472709387086787,5.189500873667528,4.604460934895199,4.58251551727507,3.010632499196615,4.029769012404184,3.136160902240309,2.9855648504658285
2016-06-08,2.9824574290557986,2.578087132741302,3.3226266777938798,3.772501855898442,4.659849940311962,4.503691000149705,4.792313448246652,3.90406601735708,4.476818227998014,4.6435461004720455,4.438052921006559,4.63197461652019,2.7856282792684133,5.192755075435086,4.609802764811472,4.599554471754006,3.0077476212473764,4.036149202571348,3.133857533162183,2.987599449541923
