,simulation,hurst
399,400,0.4809965164799739
400,401,0.5479611535416454
401,402,0.5695875627336838
402,403,0.5486926463820611
403,404,0.520762604817025
404,405,0.5755573641740304
405,406,0.568679526503651
406,407,0.5427318098909166
407,408,0.5611283447652119
408,409,0.5443757458000723
409,410,0.5569387636318656
410,411,0.5368550681923099
411,412,0.5883338678173808
412,413,0.5056148015056506
413,414,0.4747185748914193
414,415,0.5825916530543652
415,416,0.5414876706823469
416,417,0.51432725438856
417,418,0.5670953330474809
418,419,0.5249452866755767
419,420,0.4836608313287676
420,421,0.5324049727886301
421,422,0.5561331894394599
422,423,0.5165226313499225
423,424,0.5467679648143594
424,425,0.5179730831360095
425,426,0.544754291816808
426,427,0.546695340688688
427,428,0.6046099590358543
428,429,0.5366359336038881
429,430,0.5456236821822934
430,431,0.5465602870166014
431,432,0.6086675539782498
432,433,0.5589300085222147
433,434,0.582416611245105
434,435,0.5623884239516203
435,436,0.5058818211459896
436,437,0.5195130634823527
437,438,0.5653062403151979
438,439,0.5202401892344295
439,440,0.5680660269545728
440,441,0.506799395619406
441,442,0.5316408473841324
442,443,0.5763053816317355
443,444,0.5078559534165451
444,445,0.5733665190891547
445,446,0.4540153700295874
446,447,0.5538631421402321
447,448,0.5388109428731354
448,449,0.6035313558236194
449,450,0.5427453893289256
450,451,0.4915208189274637
451,452,0.4994905456463058
452,453,0.5058465072997784
453,454,0.544740418863569
454,455,0.5309688608082965
455,456,0.5308393499545783
456,457,0.5902130628811957
457,458,0.5316081198559351
458,459,0.5594403258423023
459,460,0.5839318449908514
460,461,0.5539252910992867
461,462,0.5523738786265862
462,463,0.5508364125316974
463,464,0.5336166241772972
464,465,0.5358553929734384
465,466,0.5754009273937719
466,467,0.5309027233446698
467,468,0.5079363040231961
468,469,0.6039160716357524
469,470,0.5420600447881144
470,471,0.5583754389853167
471,472,0.5729780059467977
472,473,0.5257095736538643
473,474,0.579610796042427
474,475,0.5359691366483932
475,476,0.5900501104896355
476,477,0.5454283358721466
477,478,0.5660793466765812
478,479,0.57121645398213
479,480,0.5345187743608337
480,481,0.5557966379317472
481,482,0.4955428345215929
482,483,0.5283345134645323
483,484,0.5931846330265345
484,485,0.48406659355065945
485,486,0.5048692672614461
486,487,0.565113529631841
487,488,0.5582378251431748
488,489,0.5911154000623743
489,490,0.5792002833930947
